voltage (V), photocurrent (A)
44.000, 1.162147e-12
44.000, 1.183212e-12
44.000, 1.175187e-12
44.500, 1.204275e-12
44.500, 1.212301e-12
44.500, 1.18923e-12
44.500, 1.316619e-12
44.500, 1.016704e-12
44.500, 1.208288e-12
44.500, 1.294551e-12
44.500, 1.133058e-12
44.500, 1.17619e-12
44.500, 1.144092e-12
45.000, 1.252423e-12
45.000, 1.26145e-12
45.000, 1.209291e-12
45.000, 1.168166e-12
45.000, 1.239383e-12
45.000, 1.296558e-12
45.000, 1.30358e-12
45.000, 1.181206e-12
45.000, 1.170172e-12
45.000, 9.966424e-13
45.500, 1.307591e-12
45.500, 1.318624e-12
45.500, 1.293548e-12
45.500, 1.170172e-12
45.500, 1.288533e-12
45.500, 1.331665e-12
45.500, 1.287531e-12
45.500, 1.251419e-12
45.500, 1.303579e-12
45.500, 1.183212e-12
46.000, 1.351726e-12
46.000, 1.233364e-12
46.000, 1.305585e-12
46.000, 1.284521e-12
46.000, 1.301573e-12
46.000, 1.352729e-12
46.000, 1.227346e-12
46.000, 1.316619e-12
46.000, 1.283519e-12
46.000, 1.363763e-12
46.500, 1.255432e-12
46.500, 1.306588e-12
46.500, 1.17619e-12
46.500, 1.315615e-12
46.500, 1.204276e-12
46.500, 1.214307e-12
46.500, 1.289536e-12
46.500, 1.239383e-12
46.500, 1.243395e-12
46.500, 1.183212e-12
47.000, 1.511214e-12
47.000, 1.354735e-12
47.000, 1.319628e-12
47.000, 1.477108e-12
47.000, 1.354734e-12
47.000, 1.26446e-12
47.000, 1.280509e-12
47.000, 1.450027e-12
47.000, 1.255432e-12
47.000, 1.292545e-12
47.500, 1.309598e-12
47.500, 1.290539e-12
47.500, 1.353732e-12
47.500, 1.283518e-12
47.500, 1.294551e-12
47.500, 1.282514e-12
47.500, 1.224337e-12
47.500, 1.301573e-12
47.500, 1.259445e-12
47.500, 1.295555e-12
48.000, 1.373793e-12
48.000, 1.430968e-12
48.000, 1.22534e-12
48.000, 1.198258e-12
48.000, 1.367776e-12
48.000, 1.31662e-12
48.000, 1.308594e-12
48.000, 1.367774e-12
48.000, 1.30057e-12
48.000, 1.285524e-12
48.500, 1.342698e-12
48.500, 1.458049e-12
48.500, 1.390845e-12
48.500, 1.418931e-12
48.500, 1.302576e-12
48.500, 1.151113e-12
48.500, 1.342698e-12
48.500, 1.41191e-12
48.500, 1.179199e-12
48.500, 1.286527e-12
49.000, 1.485134e-12
49.000, 1.393855e-12
49.000, 1.390845e-12
49.000, 1.544315e-12
49.000, 1.293548e-12
49.000, 1.396863e-12
49.000, 1.33668e-12
49.000, 1.288533e-12
49.000, 1.436987e-12
49.000, 1.391849e-12
49.500, 1.351726e-12
49.500, 1.477109e-12
49.500, 1.498173e-12
49.500, 1.32665e-12
49.500, 1.463066e-12
49.500, 1.236374e-12
49.500, 1.305585e-12
49.500, 1.193242e-12
49.500, 1.258441e-12
49.500, 9.705623e-13
50.000, 1.511212e-12
50.000, 1.491152e-12
50.000, 1.405891e-12
50.000, 1.508204e-12
50.000, 1.330662e-12
50.000, 1.428962e-12
50.000, 1.528266e-12
50.000, 1.323641e-12
50.000, 1.386833e-12
50.000, 1.420938e-12
50.500, 1.477108e-12
50.500, 1.454038e-12
50.500, 1.393855e-12
50.500, 1.463065e-12
50.500, 1.482124e-12
50.500, 1.367774e-12
50.500, 1.503189e-12
50.500, 1.492154e-12
50.500, 1.22233e-12
50.500, 1.522247e-12
51.000, 1.555347e-12
51.000, 1.547323e-12
51.000, 1.411909e-12
51.000, 1.494161e-12
51.000, 1.449022e-12
51.000, 1.394858e-12
51.000, 1.409904e-12
51.000, 1.545316e-12
51.000, 1.527261e-12
51.000, 1.299567e-12
51.500, 1.484131e-12
51.500, 1.467078e-12
51.500, 1.466075e-12
51.500, 1.640608e-12
51.500, 1.16315e-12
51.500, 1.515226e-12
51.500, 1.436986e-12
51.500, 1.423946e-12
51.500, 1.444007e-12
51.500, 1.403885e-12
52.000, 1.560363e-12
52.000, 1.483127e-12
52.000, 1.442001e-12
52.000, 1.543311e-12
52.000, 1.419935e-12
52.000, 1.557355e-12
52.000, 1.450026e-12
52.000, 1.504192e-12
52.000, 1.449023e-12
52.000, 1.387837e-12
52.500, 1.558358e-12
52.500, 1.543311e-12
52.500, 1.531275e-12
52.500, 1.532276e-12
52.500, 1.618542e-12
52.500, 1.495163e-12
52.500, 1.493158e-12
52.500, 1.387837e-12
52.500, 1.450025e-12
52.500, 1.528265e-12
53.000, 1.580425e-12
53.000, 1.423947e-12
53.000, 1.552339e-12
53.000, 1.620547e-12
53.000, 1.548326e-12
53.000, 1.449023e-12
53.000, 1.455041e-12
53.000, 1.376803e-12
53.000, 1.463066e-12
53.000, 1.390846e-12
